100 7.5531e-05
5100 0.14149
10100 0.579026
15100 1.30125
20100 2.32545
25100 3.64489
30100 5.25647
35100 7.15051
40100 9.32776
45100 11.8369
50100 14.5842
55100 17.6396
60100 20.9587
65100 24.6402
70100 28.6225
75100 32.7924
80100 37.2531
85100 42.1668
