100 6.5596e-05
5100 0.214881
10100 0.917986
15100 2.06962
20100 3.67861
25100 5.85997
30100 8.52499
35100 11.7746
40100 15.4735
45100 19.529
50100 24.4694
55100 29.4989
60100 36.9006
65100 41.236
70100 47.9094
75100 54.972
80100 62.9266
85100 71.3279
