100 0.000160019
5100 0.288871
10100 1.14138
15100 2.51916
20100 4.3987
25100 6.87559
30100 9.8069
35100 13.3638
40100 17.4155
45100 22.0129
50100 27.0717
55100 33.0994
60100 38.7419
65100 45.3555
70100 54.6617
75100 60.3429
80100 68.6457
85100 77.3623

